username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
MEDIABOXSTORE,"A tech blog focused on #blogging tips, #SEO, #socialmedia, #mobile #gadgets, pc tips, how-to guides and general #tips and #tricks https://t.co/07uPAOg9St",Egypt,4992,19595,713287,2011-04-09 10:44:55,2020-07-05 13:32:25,0,"Let's See If Your ""Hamilton"" #Song #Opinions Are #Popular Or Not: Are you team “Helpless… https://t.co/5AorSJxzVC","[{'text': 'Song', 'indices': [29, 34]}, {'text': 'Opinions', 'indices': [35, 44]}, {'text': 'Popular', 'indices': [49, 57]}]"
TedHuUK,Operations & Outreach Officer of the Conservative Friends of the Chinese,"London, England",351,39,166,2019-10-28 11:04:44,2020-07-05 13:32:05,0,Can’t believe this was one of the most #popular #Tube #stations in #London https://t.co/Axea4zinIc,"[{'text': 'popular', 'indices': [39, 47]}, {'text': 'Tube', 'indices': [48, 53]}, {'text': 'stations', 'indices': [54, 63]}, {'text': 'London', 'indices': [67, 74]}]"
Ric9871Ric,,VA,22494,22124,232167,2013-12-27 04:47:29,2020-07-05 13:28:16,0,"While many cities took measured approaches to celebrate July 4th, images emerging show not everyone is taking warnings seriously https://t.co/bCLALleRUv via @ric9871ric  #retweetplease #popular https://t.co/VKp0y5v8Wt","[{'text': 'retweetplease', 'indices': [170, 184]}, {'text': 'popular', 'indices': [185, 193]}]"
HowSxGotScrewed,Author of history: How Sex Got Screwed Up,"Manhattan, NY",175,102,2787,2019-05-17 22:28:09,2020-07-05 13:04:34,1,#DYK Auguste Debay’s #popular 1848 #marriage #guidebook urged #wives to never refuse #sexplay w/ #husbands &amp; to #fakeorgasm? He argued #men liked having their “#happinessshared”. #Ghost of the #history of #sexuality still #haunt us. #histsex #marriagehistory #wmnhist https://t.co/hlHlAVmhJ9,"[{'text': 'DYK', 'indices': [0, 4]}, {'text': 'popular', 'indices': [21, 29]}, {'text': 'marriage', 'indices': [35, 44]}, {'text': 'guidebook', 'indices': [45, 55]}, {'text': 'wives', 'indices': [62, 68]}, {'text': 'sexplay', 'indices': [85, 93]}, {'text': 'husbands', 'indices': [97, 106]}, {'text': 'fakeorgasm', 'indices': [116, 127]}, {'text': 'men', 'indices': [139, 143]}, {'text': 'happinessshared', 'indices': [164, 180]}, {'text': 'Ghost', 'indices': [183, 189]}, {'text': 'history', 'indices': [197, 205]}, {'text': 'sexuality', 'indices': [209, 219]}, {'text': 'haunt', 'indices': [226, 232]}, {'text': 'histsex', 'indices': [237, 245]}, {'text': 'marriagehistory', 'indices': [246, 262]}, {'text': 'wmnhist', 'indices': [263, 271]}]"
TheMediaTheatre,"Media Music Theatre Company, the professional theatre organization that produces a Broadway Series and Youth Programs in Delaware County.","Media, PA",695,1648,3212,2012-03-07 21:18:58,2020-07-05 13:01:22,0,"Be sure to register your talented teen for the BE MORE CHILL Teen Summer Camp Experience @TheMediaTheatre 
Entire two-act musical rehearsed and performed July/ August. https://t.co/3anJkXqLAc
#summer #popular #pill #selfesteem
@delcotimes @phillymag @PhillyInquirer https://t.co/I93pjm52x2","[{'text': 'summer', 'indices': [192, 199]}, {'text': 'popular', 'indices': [200, 208]}, {'text': 'pill', 'indices': [209, 214]}, {'text': 'selfesteem', 'indices': [215, 226]}]"
THEWEBLIST,The aggregator of popular links from around the web.,the cloud,2,92,10506,2008-12-24 18:23:14,2020-07-05 13:00:02,0,Trump's powerful message of rage #news #popular https://t.co/ljCiAcAoPS,"[{'text': 'news', 'indices': [33, 38]}, {'text': 'popular', 'indices': [39, 47]}]"
codethemesco,Awesome WordPress Themes,Nepal,34,128,2717,2016-04-07 09:45:30,2020-07-05 12:45:03,0,"Searching for very #popular free #WordPress #themes? If so then, you have come to the right place. Eye-catching, elegant aura, modern, clean are few of the words that will define your website if you build your site with these popular free WordPress themes.
https://t.co/kPy5BDVXdc","[{'text': 'popular', 'indices': [19, 27]}, {'text': 'WordPress', 'indices': [33, 43]}, {'text': 'themes', 'indices': [44, 51]}]"
michealayo246,"|DM for any Electrical work| sleep Online, Foodie, Liverpool fanboy. https://t.co/6aOVJTV15j","lagos, Nigeria",5934,6363,13655,2015-11-17 12:31:04,2020-07-05 12:38:38,18,"Kindly Subscribe to my Youtube Channel ""Data is Essential"" and Turn ON Bell Notification for mind-thrilling and informative videos.

👉https://t.co/xt1uos0pWY
 
#Youtube #data #statistics #charts #ranking #popular #top10 #datavisualization #history 👉Follow👉 @Dataisessential https://t.co/CKdI2xaCnt",[]
ABPhoto34223091,Amateur photographer. Photography is my hobby,,1789,811,87,2020-02-08 15:50:12,2020-07-05 12:15:26,0,"First edit using filmora 

Song: 20 min (lilUziVert)

#Photography #photolab #photographer #FlowerofEvil #flower #plants #flames #fire #Kanye2020 #pubsopen #KanyeWest #coronavirus #twitch #ILAND #blacklifematters #popular #famous #JENNIE #photooftheday #filmora #edits #montage https://t.co/R6LT1GTyj6","[{'text': 'Photography', 'indices': [54, 66]}, {'text': 'photolab', 'indices': [67, 76]}, {'text': 'photographer', 'indices': [77, 90]}, {'text': 'FlowerofEvil', 'indices': [91, 104]}, {'text': 'flower', 'indices': [105, 112]}, {'text': 'plants', 'indices': [113, 120]}, {'text': 'flames', 'indices': [121, 128]}, {'text': 'fire', 'indices': [129, 134]}, {'text': 'Kanye2020', 'indices': [135, 145]}, {'text': 'pubsopen', 'indices': [146, 155]}, {'text': 'KanyeWest', 'indices': [156, 166]}, {'text': 'coronavirus', 'indices': [167, 179]}, {'text': 'twitch', 'indices': [180, 187]}, {'text': 'ILAND', 'indices': [188, 194]}, {'text': 'blacklifematters', 'indices': [195, 212]}, {'text': 'popular', 'indices': [213, 221]}, {'text': 'famous', 'indices': [222, 229]}, {'text': 'JENNIE', 'indices': [230, 237]}, {'text': 'photooftheday', 'indices': [238, 252]}, {'text': 'filmora', 'indices': [253, 261]}, {'text': 'edits', 'indices': [262, 268]}, {'text': 'montage', 'indices': [269, 277]}]"
DrRishiIRS,"Doctor (MD Internal Medicine) Alma mater - PGIMER,  Chd
Civil Servant, Joint Commissioner Income Tax 
Tweets and opinions are my own 
RTs are not Endorsements",,79,12,22,2020-07-04 16:25:50,2020-07-05 12:08:05,0,"@iHaroonRashid @HugMySoul This is not under rated, rather a very #popular song of its time!! Song is also very popular for stage #performances.","[{'text': 'popular', 'indices': [65, 73]}, {'text': 'performances', 'indices': [129, 142]}]"
Chiyem4,Real Estate 🏠 || A Teacher with Passion.||Media Enthusiasts👓📰|Brand Promoter||Proud Liverpool Fan ⚽🏆 || Email;nwabuezemichael@gmail.com,Nigeria,3528,3267,55532,2019-11-19 14:18:05,2020-07-05 11:48:30,18,"Kindly Subscribe to my Youtube Channel ""Data is Essential"" and Turn ON Bell Notification for mind-thrilling and informative videos.

👉https://t.co/xt1uos0pWY
 
#Youtube #data #statistics #charts #ranking #popular #top10 #datavisualization #history 👉Follow👉 @Dataisessential https://t.co/CKdI2xaCnt",[]
MonicaS80543280,,,0,14,159,2020-05-10 15:07:41,2020-07-05 11:12:13,0,"Kent had begun sleeping with his good eye open, for he knew the mark of sedition when he saw it. Even partway blinded, who could see it better? #live #popular https://t.co/qRgWKEuTX3","[{'text': 'live', 'indices': [144, 149]}, {'text': 'popular', 'indices': [150, 158]}]"
marketshirtcom,Online Clothing Store - Worldwide Clothing Center Custom Made Shirts,United States,17,9,794,2018-10-01 11:57:45,2020-07-05 11:03:33,0,"Like and Retweet if you want this King of the Kill T-Shirt
Tag a friend who would love this!
Get it here ---&gt; https://t.co/a4HPfShBlp
#trending #sweatshirt #hoodie #graphic #ootd #gifts #outfit #need #popular https://t.co/gNuigmhGUJ","[{'text': 'trending', 'indices': [137, 146]}, {'text': 'sweatshirt', 'indices': [147, 158]}, {'text': 'hoodie', 'indices': [159, 166]}, {'text': 'graphic', 'indices': [167, 175]}, {'text': 'ootd', 'indices': [176, 181]}, {'text': 'gifts', 'indices': [182, 188]}, {'text': 'outfit', 'indices': [189, 196]}, {'text': 'need', 'indices': [197, 202]}, {'text': 'popular', 'indices': [203, 211]}]"
s_akrati,"Researcher Scientist, 

#Data_Scientist, #network_scientist, #social_worker, #writer, #WomenWhoCode

founder @RightApprise

DataScience Influencer",Netherlands,497,1883,48240,2011-09-07 04:23:17,2020-07-05 10:46:59,2,"Find Great Businesses To Invest at https://t.co/gLx0T1ngdA

#ReadPitch #Entrepreneur #Startup #TechStartup #Tech #Ai #Fundraise #VC #Capital #VentureCapital #News #SME #SMB #Innovation #Growth #Money #USA #UK #US #EUROPE #ASIA #MIDDLEAST #Canada #Japan #Twitter #Projects #popular https://t.co/7pE2eoZLau","[{'text': 'ReadPitch', 'indices': [78, 88]}, {'text': 'Entrepreneur', 'indices': [89, 102]}, {'text': 'Startup', 'indices': [103, 111]}, {'text': 'TechStartup', 'indices': [112, 124]}, {'text': 'Tech', 'indices': [125, 130]}, {'text': 'Ai', 'indices': [131, 134]}]"
Satcha,The One and Only.Professional.,"New York, Manila  ",170,353,21422,2012-11-11 06:15:42,2020-07-05 10:42:57,0,Fourth of July look. #filamfriendshipday #picoftheday #photooftheday #bestoftheday #pinay #pinayflair #tall #tan #young #lovely #global #worldclass #satcha #follow #followme #hkig #manilasfinest #famous #popular… https://t.co/2MCIAI4oYZ,"[{'text': 'filamfriendshipday', 'indices': [21, 40]}, {'text': 'picoftheday', 'indices': [41, 53]}, {'text': 'photooftheday', 'indices': [54, 68]}, {'text': 'bestoftheday', 'indices': [69, 82]}, {'text': 'pinay', 'indices': [83, 89]}, {'text': 'pinayflair', 'indices': [90, 101]}, {'text': 'tall', 'indices': [102, 107]}, {'text': 'tan', 'indices': [108, 112]}, {'text': 'young', 'indices': [113, 119]}, {'text': 'lovely', 'indices': [120, 127]}, {'text': 'global', 'indices': [128, 135]}, {'text': 'worldclass', 'indices': [136, 147]}, {'text': 'satcha', 'indices': [148, 155]}, {'text': 'follow', 'indices': [156, 163]}, {'text': 'followme', 'indices': [164, 173]}, {'text': 'hkig', 'indices': [174, 179]}, {'text': 'manilasfinest', 'indices': [180, 194]}, {'text': 'famous', 'indices': [195, 202]}, {'text': 'popular', 'indices': [203, 211]}]"
ObesityBooks,"Defeat Obesity Forever! Visit https://t.co/ck4JLvM06z and get your Weight Loss Books. Get Ebook free for limited time only!
#ObesityBooks #WeightLoss #Fitness",Available on ObesityBooks.com,12,29,1419,2016-11-23 15:00:31,2020-07-05 10:38:00,0,"Time to #LoseWeight visit https://t.co/CBh1JSvfFr

#Obesity #reads #ObesityBooks #fitness #getfit #transformation #fatloss #befit #popular #news #trending #ebook #music #videos #weightloss #famous #new #USA #UK #Europe #obesitybookforweightloss #loseweightfast #healthyliving #fit https://t.co/Pl8eLBzw2T","[{'text': 'LoseWeight', 'indices': [8, 19]}, {'text': 'Obesity', 'indices': [51, 59]}, {'text': 'reads', 'indices': [60, 66]}, {'text': 'ObesityBooks', 'indices': [67, 80]}, {'text': 'fitness', 'indices': [81, 89]}, {'text': 'getfit', 'indices': [90, 97]}, {'text': 'transformation', 'indices': [98, 113]}, {'text': 'fatloss', 'indices': [114, 122]}, {'text': 'befit', 'indices': [123, 129]}, {'text': 'popular', 'indices': [130, 138]}, {'text': 'news', 'indices': [139, 144]}, {'text': 'trending', 'indices': [145, 154]}, {'text': 'ebook', 'indices': [155, 161]}, {'text': 'music', 'indices': [162, 168]}, {'text': 'videos', 'indices': [169, 176]}, {'text': 'weightloss', 'indices': [177, 188]}, {'text': 'famous', 'indices': [189, 196]}, {'text': 'new', 'indices': [197, 201]}, {'text': 'USA', 'indices': [202, 206]}, {'text': 'UK', 'indices': [207, 210]}, {'text': 'Europe', 'indices': [211, 218]}, {'text': 'obesitybookforweightloss', 'indices': [219, 244]}, {'text': 'loseweightfast', 'indices': [245, 260]}, {'text': 'healthyliving', 'indices': [261, 275]}, {'text': 'fit', 'indices': [276, 280]}]"
selecta1ness,Blame Animal Flesh Eaters for the Killings 🌟,London,27,33,148,2016-03-15 03:58:22,2020-07-05 10:32:03,0,"Love Peace Respect Life @ home outta road and around ones world and stop wasting time believing #popular (animal flesh eating beast) religions as they are not able to bring peace on earth as it was in the beginning, because they are not vegans (Gen 1:29) 🌟","[{'text': 'popular', 'indices': [96, 104]}]"
obesitycoach,"I am Your Fitness, Bodybuilding and Obesity Coach for Weight Loss. Diet Exercise Health Workouts Gym Walk Running Healthy Eating Weight Training Cardio Dieting",at,82,22,123,2019-10-12 09:56:14,2020-07-05 10:25:00,0,"Its Time to Get Fit https://t.co/RP9S9Ivo55

#Obesity #Free #reads #ObesityBooks #fitness #getfit #transformation #fatloss #befit #popular #news #trending #ebook #music #videos #weightloss #famous #new #USA #UK #Europe #obesitybookforweightloss #loseweightfast #healthyliving #fit https://t.co/RD3RS552Zk","[{'text': 'Obesity', 'indices': [45, 53]}, {'text': 'Free', 'indices': [54, 59]}, {'text': 'reads', 'indices': [60, 66]}, {'text': 'ObesityBooks', 'indices': [67, 80]}, {'text': 'fitness', 'indices': [81, 89]}, {'text': 'getfit', 'indices': [90, 97]}, {'text': 'transformation', 'indices': [98, 113]}, {'text': 'fatloss', 'indices': [114, 122]}, {'text': 'befit', 'indices': [123, 129]}, {'text': 'popular', 'indices': [130, 138]}, {'text': 'news', 'indices': [139, 144]}, {'text': 'trending', 'indices': [145, 154]}, {'text': 'ebook', 'indices': [155, 161]}, {'text': 'music', 'indices': [162, 168]}, {'text': 'videos', 'indices': [169, 176]}, {'text': 'weightloss', 'indices': [177, 188]}, {'text': 'famous', 'indices': [189, 196]}, {'text': 'new', 'indices': [197, 201]}, {'text': 'USA', 'indices': [202, 206]}, {'text': 'UK', 'indices': [207, 210]}, {'text': 'Europe', 'indices': [211, 218]}, {'text': 'obesitybookforweightloss', 'indices': [219, 244]}, {'text': 'loseweightfast', 'indices': [245, 260]}, {'text': 'healthyliving', 'indices': [261, 275]}, {'text': 'fit', 'indices': [276, 280]}]"
beverly38858395,"🐓 chicken Lover 🐓
👩‍⚕️ Surgeon 👩‍⚕️
 single Girl! 😟😖
😊 I Crave Some CHICKEN 🍗🍗!  #foodies
😍💙 23 Years Old",,1775,156,58,2019-07-11 08:06:59,2020-07-05 10:21:50,0,It's been quite a long day. who wishes to rest with me? #weightloss #popular https://t.co/JWlPc3NMkV,"[{'text': 'weightloss', 'indices': [56, 67]}, {'text': 'popular', 'indices': [68, 76]}]"
MichalFutera,"Franchise fan, equity and realestate crowdinvestor. Entrepreneurship promoter. 

Tweets are not financial advice

Privately fan of martial arts and retro games.",The Netherlands,690,398,5829,2010-03-01 10:33:39,2020-07-05 10:03:01,2,"Find Great Businesses To Invest at https://t.co/gLx0T1ngdA

#ReadPitch #Entrepreneur #Startup #TechStartup #Tech #Ai #Fundraise #VC #Capital #VentureCapital #News #SME #SMB #Innovation #Growth #Money #USA #UK #US #EUROPE #ASIA #MIDDLEAST #Canada #Japan #Twitter #Projects #popular https://t.co/7pE2eoZLau","[{'text': 'ReadPitch', 'indices': [78, 88]}, {'text': 'Entrepreneur', 'indices': [89, 102]}, {'text': 'Startup', 'indices': [103, 111]}, {'text': 'TechStartup', 'indices': [112, 124]}, {'text': 'Tech', 'indices': [125, 130]}, {'text': 'Ai', 'indices': [131, 134]}]"
ReadpitchCom,POST YOUR BUSINESS PITCH AND LET THE WORLD READ IT! https://t.co/Qkzb8cE2cD is an open pitch news platform and directory where anyone can READ AND POST PITCH (FREE),at,210,63,277,2020-01-02 20:18:18,2020-07-05 10:02:00,2,"Find Great Businesses To Invest at https://t.co/gLx0T1ngdA

#ReadPitch #Entrepreneur #Startup #TechStartup #Tech #Ai #Fundraise #VC #Capital #VentureCapital #News #SME #SMB #Innovation #Growth #Money #USA #UK #US #EUROPE #ASIA #MIDDLEAST #Canada #Japan #Twitter #Projects #popular https://t.co/7pE2eoZLau","[{'text': 'ReadPitch', 'indices': [60, 70]}, {'text': 'Entrepreneur', 'indices': [71, 84]}, {'text': 'Startup', 'indices': [85, 93]}, {'text': 'TechStartup', 'indices': [94, 106]}, {'text': 'Tech', 'indices': [107, 112]}, {'text': 'Ai', 'indices': [113, 116]}, {'text': 'Fundraise', 'indices': [117, 127]}, {'text': 'VC', 'indices': [128, 131]}, {'text': 'Capital', 'indices': [132, 140]}, {'text': 'VentureCapital', 'indices': [141, 156]}, {'text': 'News', 'indices': [157, 162]}, {'text': 'SME', 'indices': [163, 167]}, {'text': 'SMB', 'indices': [168, 172]}, {'text': 'Innovation', 'indices': [173, 184]}, {'text': 'Growth', 'indices': [185, 192]}, {'text': 'Money', 'indices': [193, 199]}, {'text': 'USA', 'indices': [200, 204]}, {'text': 'UK', 'indices': [205, 208]}, {'text': 'US', 'indices': [209, 212]}, {'text': 'EUROPE', 'indices': [213, 220]}, {'text': 'ASIA', 'indices': [221, 226]}, {'text': 'MIDDLEAST', 'indices': [227, 237]}, {'text': 'Canada', 'indices': [238, 245]}, {'text': 'Japan', 'indices': [246, 252]}, {'text': 'Twitter', 'indices': [253, 261]}, {'text': 'Projects', 'indices': [262, 271]}, {'text': 'popular', 'indices': [272, 280]}]"
THEWEBLIST,The aggregator of popular links from around the web.,the cloud,2,92,10506,2008-12-24 18:23:14,2020-07-05 10:00:02,0,21 Times TV Shows And Movies Cast The *Perfect* Actor For The Younger Version Of A Character #news #popular https://t.co/cw5xfJFP9z,"[{'text': 'news', 'indices': [93, 98]}, {'text': 'popular', 'indices': [99, 107]}]"
Samot4lifeJames,#student. #DVM in view,Nigeria ,3427,2084,1750,2015-01-02 07:55:48,2020-07-05 09:55:36,18,"Kindly Subscribe to my Youtube Channel ""Data is Essential"" and Turn ON Bell Notification for mind-thrilling and informative videos.

👉https://t.co/xt1uos0pWY
 
#Youtube #data #statistics #charts #ranking #popular #top10 #datavisualization #history 👉Follow👉 @Dataisessential https://t.co/CKdI2xaCnt",[]
Ric9871Ric,,VA,22494,22124,232167,2013-12-27 04:47:29,2020-07-05 09:48:10,1,"Around 30 years ago, Eugene, Oregon retrofitted an old van, staffed it with medics and mental health counselors and had them respond to some 911 calls https://t.co/O364BiLuNS via @ric9871ric  #retweetplease #popular https://t.co/mlQVPiP6Z5","[{'text': 'retweetplease', 'indices': [192, 206]}, {'text': 'popular', 'indices': [207, 215]}]"
AmyMont86744284,,,0,3,97,2020-05-27 17:43:56,2020-07-05 09:27:30,0,"Leaves are love letters that fall from the sky, in the brightest of colors see how they fly! from the fall/autumn poem, Step Out in Color! #slutty #popular https://t.co/H0eRDvOqfg","[{'text': 'slutty', 'indices': [139, 146]}, {'text': 'popular', 'indices': [147, 155]}]"
AriaSandra3,It is better to fail in originality than to succeed in imitation.,,1,1,9,2020-06-06 10:23:08,2020-07-05 09:22:50,0,"The face of fearless power 
.
.
.
.
.
.
.
.
.
.
#motivation #inspire #coronavirus #success #viral #popular https://t.co/r5Xy5vdl7n","[{'text': 'motivation', 'indices': [48, 59]}, {'text': 'inspire', 'indices': [60, 68]}, {'text': 'coronavirus', 'indices': [69, 81]}, {'text': 'success', 'indices': [82, 90]}, {'text': 'viral', 'indices': [91, 97]}, {'text': 'popular', 'indices': [98, 106]}]"
FlashJewelry,"Royal Flash Jewelry Studio, #Handmade #Jewelry on #Etsy, Please RT pinned. Thanks! (I #FB)",,722,2451,101222,2018-06-22 09:23:56,2020-07-05 09:13:46,0,Hammered #Lab Teardrop #Lavender #Diamond #Silver Ring https://t.co/tVtfCDex68 #crafts #jewelrylover #fashionist #popular #etsylove,"[{'text': 'Lab', 'indices': [9, 13]}, {'text': 'Lavender', 'indices': [23, 32]}, {'text': 'Diamond', 'indices': [33, 41]}, {'text': 'Silver', 'indices': [42, 49]}, {'text': 'crafts', 'indices': [79, 86]}, {'text': 'jewelrylover', 'indices': [87, 100]}, {'text': 'fashionist', 'indices': [101, 112]}, {'text': 'popular', 'indices': [113, 121]}, {'text': 'etsylove', 'indices': [122, 131]}]"
fomodon,If you're reading this bio 🤝God bless you a million times as you Subscribe to my Youtube Channel | Link in Pinned Tweet | Ɇđ☯︎ | vLogger🎬 | MUFC 💖 |,Internet,4080,5044,4322,2020-04-20 13:56:40,2020-07-05 09:08:46,18,"Kindly Subscribe to my Youtube Channel ""Data is Essential"" and Turn ON Bell Notification for mind-thrilling and informative videos.

👉https://t.co/xt1uos0pWY
 
#Youtube #data #statistics #charts #ranking #popular #top10 #datavisualization #history 👉Follow👉 @Dataisessential https://t.co/CKdI2xaCnt",[]
genuinegleach31,,,6,3,88,2020-05-31 05:00:23,2020-07-05 08:42:19,0,"@CMPG recovery vehicles. motorway maintenance. @SophieRNLI123 deep sea salvage #Work @samaritans #DANGER 
#civilianskilled #artists #StreetArt #homelessness -&amp;- -or- -but- -if- -also- @BorisJohnson #popular #trapmusic #TrapHouse #StayAlert #ClimateStrikeOnline #BLMUK #COVID tnx:)","[{'text': 'Work', 'indices': [79, 84]}, {'text': 'DANGER', 'indices': [97, 104]}, {'text': 'civilianskilled', 'indices': [106, 122]}, {'text': 'artists', 'indices': [123, 131]}, {'text': 'StreetArt', 'indices': [132, 142]}, {'text': 'homelessness', 'indices': [143, 156]}, {'text': 'popular', 'indices': [202, 210]}, {'text': 'trapmusic', 'indices': [211, 221]}, {'text': 'TrapHouse', 'indices': [222, 232]}, {'text': 'StayAlert', 'indices': [233, 243]}, {'text': 'ClimateStrikeOnline', 'indices': [244, 264]}, {'text': 'BLMUK', 'indices': [265, 271]}, {'text': 'COVID', 'indices': [272, 278]}]"
VanesEtim,,,34,997,84276,2018-04-15 20:23:05,2020-07-05 08:08:42,1,#Slim Lab #Sapphire 14K Rose #Gold Band https://t.co/4nWXAc9ALi #etsyretwt #jewelryaddict #streetfashion #popular #etsyhunter,"[{'text': 'Slim', 'indices': [18, 23]}, {'text': 'Sapphire', 'indices': [28, 37]}, {'text': 'Gold', 'indices': [47, 52]}, {'text': 'etsyretwt', 'indices': [82, 92]}, {'text': 'jewelryaddict', 'indices': [93, 107]}, {'text': 'streetfashion', 'indices': [108, 122]}, {'text': 'popular', 'indices': [123, 131]}]"
JGonzalez225,"BLM ✊🏽✊🏾✊🏿
QUEER/INDIGENOUS/AFRO-LATINO
 🏳️‍🌈🇵🇷💍","Pennsylvania, USA",213,210,4274,2017-06-13 04:18:39,2020-07-05 08:08:05,1,"#Oneday I may get #popular on #socialmedia 

#Hashtags #subconsciously #trying #toget more followers is so #weird. 

I #appreciate the #technology side of it, but #hate the #societial #rules within it’s #space","[{'text': 'Oneday', 'indices': [19, 26]}, {'text': 'popular', 'indices': [37, 45]}, {'text': 'socialmedia', 'indices': [49, 61]}, {'text': 'Hashtags', 'indices': [64, 73]}, {'text': 'subconsciously', 'indices': [74, 89]}, {'text': 'trying', 'indices': [90, 97]}, {'text': 'toget', 'indices': [98, 104]}, {'text': 'weird', 'indices': [126, 132]}]"
MichelleIssa10,,,0,10,159,2020-05-10 21:54:05,2020-07-05 08:07:56,0,"If you say you can't, you won't! The only thing holding you back from success is yourself. #live #popular https://t.co/cgDTrpzf44","[{'text': 'live', 'indices': [91, 96]}, {'text': 'popular', 'indices': [97, 105]}]"
SarahAs21471383,,,0,5,136,2020-05-20 21:42:59,2020-07-05 07:54:41,0,In the end these things matter most: How well did you love? How fully did you live? How deeply did you let go? #popular #hot https://t.co/vLIfz9lV4F,"[{'text': 'popular', 'indices': [111, 119]}, {'text': 'hot', 'indices': [120, 124]}]"
jinicat10,"🇰🇷SeoulSNS Supporters.MOFA.SNSjournalists RehabilitationHealthMS.MusicTherapy.Lab_Researcher,piano,flute,vocal.#KHU★♥.🐱🐺세포생물학&분자면역학.연구원.🌻",SEOUL KOREA,9812,8923,183638,2015-05-16 11:40:54,2020-07-05 07:50:44,1,"""News Quiz: Russia, Carl Reiner, Supreme Court"" https://t.co/16R64iWdNI #news #popular #klout https://t.co/VEc8go1ia3","[{'text': 'news', 'indices': [90, 95]}, {'text': 'popular', 'indices': [96, 104]}, {'text': 'klout', 'indices': [105, 111]}]"
edaccessible,"Yani's Husband, Nicki & Val's Father. A11y Strategist. Diversity & Inclusion ♿️ Director of Compliance at @essentia11y | Board Member. MMA Fan. God always","Brunswick, MD",119108,113838,379207,2009-04-06 19:23:22,2020-07-05 07:50:32,1,"""News Quiz: Russia, Carl Reiner, Supreme Court"" https://t.co/16R64iWdNI #news #popular #klout https://t.co/VEc8go1ia3","[{'text': 'news', 'indices': [72, 77]}, {'text': 'popular', 'indices': [78, 86]}, {'text': 'klout', 'indices': [87, 93]}]"
edaccessible,"Yani's Husband, Nicki & Val's Father. A11y Strategist. Diversity & Inclusion ♿️ Director of Compliance at @essentia11y | Board Member. MMA Fan. God always","Brunswick, MD",119108,113838,379207,2009-04-06 19:23:22,2020-07-05 07:50:31,0,"""Trump Hosts July 4 Event at White House as U.S. Coronavirus Cases Soar"" https://t.co/LkzgtpTFC2 #news #popular #klout https://t.co/7Vc4y2wphj","[{'text': 'news', 'indices': [97, 102]}, {'text': 'popular', 'indices': [103, 111]}, {'text': 'klout', 'indices': [112, 118]}]"
edaccessible,"Yani's Husband, Nicki & Val's Father. A11y Strategist. Diversity & Inclusion ♿️ Director of Compliance at @essentia11y | Board Member. MMA Fan. God always","Brunswick, MD",119108,113838,379207,2009-04-06 19:23:22,2020-07-05 07:50:29,0,"""In North Korea, Coronavirus Hurts More Than Any Sanctions Could"" https://t.co/ehp0dML3rK #news #popular #klout https://t.co/VeTTjRE2hw","[{'text': 'news', 'indices': [90, 95]}, {'text': 'popular', 'indices': [96, 104]}, {'text': 'klout', 'indices': [105, 111]}]"
edaccessible,"Yani's Husband, Nicki & Val's Father. A11y Strategist. Diversity & Inclusion ♿️ Director of Compliance at @essentia11y | Board Member. MMA Fan. God always","Brunswick, MD",119108,113838,379207,2009-04-06 19:23:22,2020-07-05 07:50:29,0,"""At Mt. Rushmore and the White House, Trump Updates ‘American Carnage’ Message for 2020"" https://t.co/NoMoavJEOz #news #popular #klout https://t.co/OVFRgdCyBD","[{'text': 'news', 'indices': [113, 118]}, {'text': 'popular', 'indices': [119, 127]}, {'text': 'klout', 'indices': [128, 134]}]"
edaccessible,"Yani's Husband, Nicki & Val's Father. A11y Strategist. Diversity & Inclusion ♿️ Director of Compliance at @essentia11y | Board Member. MMA Fan. God always","Brunswick, MD",119108,113838,379207,2009-04-06 19:23:22,2020-07-05 07:50:28,0,"""In West Texas, Lingering Distrust in Public Health Measures as Virus Spreads"" https://t.co/Be4q67OzG6 #news #popular #klout https://t.co/MczlOVPmVC","[{'text': 'news', 'indices': [103, 108]}, {'text': 'popular', 'indices': [109, 117]}, {'text': 'klout', 'indices': [118, 124]}]"
edaccessible,"Yani's Husband, Nicki & Val's Father. A11y Strategist. Diversity & Inclusion ♿️ Director of Compliance at @essentia11y | Board Member. MMA Fan. God always","Brunswick, MD",119108,113838,379207,2009-04-06 19:23:22,2020-07-05 07:50:27,0,"""As Coronavirus Slams Houston Hospitals, It’s Like New York ‘All Over Again’"" https://t.co/aFYXKdnz90 #news #popular #klout https://t.co/5QmHaSS3iU","[{'text': 'news', 'indices': [102, 107]}, {'text': 'popular', 'indices': [108, 116]}, {'text': 'klout', 'indices': [117, 123]}]"
edaccessible,"Yani's Husband, Nicki & Val's Father. A11y Strategist. Diversity & Inclusion ♿️ Director of Compliance at @essentia11y | Board Member. MMA Fan. God always","Brunswick, MD",119108,113838,379207,2009-04-06 19:23:22,2020-07-05 07:50:26,0,"""DNA Linked to Covid-19 Was Inherited From Neanderthals, Study Finds"" https://t.co/lpzQWSNGX4 #news #popular #klout https://t.co/xWtETv7cJZ","[{'text': 'news', 'indices': [94, 99]}, {'text': 'popular', 'indices': [100, 108]}, {'text': 'klout', 'indices': [109, 115]}]"
